Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,₹320K-₹617K (Glassdoor est.),"Seniority Level : Associate
Industry : Information Technology & Services
Employment Type : Full-time
Job functions : Engineering, Information Technology
No of Positions : 1
Location : Coimbatore, TN, INDIA

The Associate Data Scientist Preferably with Industrial Experience will support building of Data Science & AI products in Agile fashion that empower Manufacturing Industries to get more out of their Enterprise data. As a research scientist/engineer part of Data Science and Artificial Intelligence team, the data scientist will be working primarily on unstructured text data to build machine learning models for information retrieval applications. These applications include but are not limited to contextual data mining, understanding the contents of the enterprise data using natural language processing, and integrating processes into the overall AI pipeline to mine Industry 4.0 data and other relevant metrics.
Essential functions
The Associate Data Scientist will have the opportunity to learn, space for innovation, contribute to shape team culture and operating norms as a result of the fast-paced nature of a new, high-growth organization.
1-3 years of Industry experience primarily related to Data Science, Machine Learning, Artificial Intelligence, NLP (PhD work and internships will be considered if they are related to towards industry experience)
Develop AI / ML related products to support Maxbyte business objectives and new product development
Apply software engineering skills to build AI/ML products to improve automation and improve user experiences leveraging data mining, information retrieval techniques, machine learning approach, distributed and cloud computing platforms
Work closely and collaborate with Data Scientists, Machine Learning engineers, IT teams, customers and Business stakeholders spread out across various locations to achieve business goals
Strong understanding of mathematical concepts
Good programming experience including understanding of concepts in data structures, algorithms, compression techniques, high performance computing, distributed computing, and various computer architecture through education and internship
Good understanding and experience with traditional data science approaches like sampling techniques, feature engineering, classification and regressions, SVM, trees, model evaluations
Additional course work, projects, research participation and/or publications in Data Science, Machine Learning, Artificial Intelligence, Natural Language processing, reasoning, and understanding, information retrieval, text mining, search, computational linguistics, ontologies, semantics is preferred
Hands on Knowledge with developing in one or more of the following languages (Python, C++, Java, Scala)
Knowledge of REST API
Strong Unix/Linux background and experience with at least exposure to one of the following cloud vendors like AWS, Azure, and Google
Basic understanding of deep learning architectures and hands on experience with one or more frameworks like tensorflow, pytorch, keras
Understanding business use cases and be able to translate them to actual work
Identify enhancements and follow best practices that can help to improve the productivity of the team.
Academic Qualification:
Master’s degree or above in Computer Science, Computational linguistics, Mathematics, Physics or electrical engineering with research experience from a strong academic program along with thesis with Publication record in top conferences / journals.
Apply Now",3.4,"Maxbyte Technologies Private Limited
3.4",Coimbatore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist,₹320K-₹617K (Glassdoor est.),"You:
You are a data scientist who is passionate about producing data products and striving for excellence to serve customers with high quality technical solutions. You enjoy the work you are doing; continuously innovate, advance ideas to build better products and generate more insight. You thrive in an agile, fast-paced and highly collaborate team environment.

Us:
We are a high-performing cross-functional team of developers, product managers, and designers. We are passionate about delivering elegant solutions to complex business problems and we have a proven track record of delivering successful applications that delight our customers.

What we want you to do:
Use predictive modeling, statistics, Machine Learning, Data Mining, and other data analysis techniques to collect, explore, and extract insights from structured and unstructured data
Perform deep dive analyses to understand and optimize the key levers of our growth ecosystems
Apply statistics, modeling and ML to improve the efficiency of systems and relevance algorithms across growth Initiatives
Act as a thought partner to Campaign, Media, Web, Product, Go-To-Market and other teams
Collaborate with other Business Analytics teams and networks to utilize new sources of data, for the purpose of developing insights and applicability across markets
Translate business problems into a data and analytics plan and execute, through exploratory descriptive analysis, feature engineering and/or machine learning techniques
Leverage machine learning and visualization to design tools that can explain customer composition changes or differences to enable actionable and timely insights
Use advanced statistical techniques to address marketing needs, including survival analysis, customer lifetime value modeling, and customer segmentation

Basic Qualifications:
Advanced degree in Statistics, Economics, Business, or related quantitative field
At least 6 years of excellent hands-on experience developing advanced predictive models to solve business problems
Experience programming in SQL, and Python or R (Python preferred)
Experience in data visualization, preferably with Tableau
Expertise in working with structured data; apply methods, technologies and techniques that address data architecture, integration and governance of data.
Experience in database concepts, data modelling; data integration including design and architecture
Experience with one or more of the following Machine Learning frameworks: TensorFlow, Scikit-Learn, or AWS Sage Maker
Expert ability in Univariate/Multivariate Statistics, Bayesian Statistics, or Simulation Modeling
Stakeholder management skills and championing a data-driven culture

Preferred Qualifications:
Understanding of media and the statistical algorithms typically used in marketing analytics.
Experience deploying and maintaining machine learning models
Experience working in industries such as healthcare, retail, financial services, telecommunications and automotive (including in a client-facing consulting or advisory capacity)",3.7,"Apptio
3.7",Bangalore,-1,501 to 1000 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data scientist,₹320K-₹617K (Glassdoor est.),"Cyware is where you belong!
Cyware offers the technology organizations need to build a virtual cyber fusion center. With separate but integrated solutions including an advanced threat intel platform (TIP), vendor-agnostic security automation (SOAR), and security case management, organizations are able to increase speed and accuracy while reducing costs and analyst burn out. Cyware's virtual cyber fusion solutions make secure collaboration, information sharing, and enhanced threat visibility a reality for enterprises, sharing communities (ISAC/ISAO), MSSPs, and government agencies of all sizes and needs.
Why We Are Hiring:
Here is an opportunity for innovators, problem solvers & learners in the field of cybersecurity.We are looking for a machine learning engineer who is passionate to solve and remediate advanced problems using machine learning and artificial intelligence methods. At Cyware,you will have the privilege to analyze advanced cyber threat intelligence data by training powerful AI models. On top of this, you will also be analyzing security incident data necessary to neutralize cyber threats faced by organizations worldwide.
Come join an exciting startup company in the cybersecurity space that just completed their $10 million dollar Series A funding!
What You Will Do:
Design and deploy applications based on data science models by developing,
testing and installing software solutions using C#, Python or Java programming
languages.
Assess operational feasibility by performing evaluations and chart out problem
definition, requirements, solution development & implementation.
Exhibit applicable solutions by creating appropriate documentation, flowcharts,
layouts, diagrams, charts, code comments, and clear code.
Prepare and install solutions by determining and designing system specifications,
standards, and programming..
Who You Are
Strong background in statistics and machine learning, with relevant experience
working in machine learning-related areas (information retrieval, natural language
processing, computer vision, analytics, etc.)
Hands-on experience applying advanced deep learning techniques to different
types of data
Excellent programming skills in any of the two programming languages - Python,
R, Scala or Java
Familiarity with using machine learning frameworks (like Keras or PyTorch) and
libraries (like scikit-learn)
Experience working with large data sets in a distributed computing environment
such as Hadoop or Spark
Ability to understand business problems, identify the key challenges, formalize the
problem algorithmically, and prototype solutions
Consistent track record of documenting and communicating results
Bachelors in Computers/ Masters in statistics/Mathematics or Relevant
experience
Minimum 3+ years of experience in Machine Learning, Natural Language
Processing, Information Retrieval, Regression, Classification, etc.

Why AI and ML in Cybersecurity?
Advances in AI and ML have tremendously impacted the technology ecosystem in the
past few years. The field of cybersecurity is no exception. AI/ML can be leveraged to
detect and prevent cyber-attacks quickly and efficiently. Furthermore, these methods are
proven to adapt to the changing behaviour of threats evident these days.
By implementing AI/ML methods, we at Cyware look forward to bring in a radical
transformation to address the ever-growing threats in cyberspace. This is where ML
engineers will greatly help us in mitigating sophisticated threats and bringing innovation to
fruition.
We're a lean team, so your impact will be felt immediately. If this all sounds like a good fit for you, why not join us?
You'll love working at Cyware because
We value balance. We are committed to providing an environment in which you can balance great work with a great life.
We're not just employees. We're people, Heath insurance coverage (health, vision, and dental), and reimbursements for your home office.
We'll invest in your career. Our company's growing quickly, and we'll give you the opportunity to do the same. You'll have access to a number of professional development opportunities so that you can keep up with the company's evolving needs.
We offer competitive compensation packages. We deeply value the talent our team brings to the table and believe that fair and equitable total compensation packages are part of our commitment to everyone who works here.
And so much more…
How to Apply
Apply right here. You've found the application!",3.6,"Cyware
3.6",Bangalore,-1,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,₹320K-₹617K (Glassdoor est.),"Gurugram

Experience

5-9 Years

Job Description:
5+ years of progressive professional experience in Advanced Analytics/ Data Science

Mastery of Python with exposure to other languages such as R / Pyspark / Scala

Knowledge of numerical optimisation methods

Hands-on experience in modeling techniques, big data tools, and coding

Experience in data visualisation techniques to convey the results of a data science project outcome

Master’s degree in Quantitative discipline from a leading university

Experience into Query writing joins.

Let me know in case you need any other information

Resumes are to be shared at bhawna.chauhan@puresoftware.com

Want to know more about us, visit www.puresoftware.com

Any Query

Please, fill in the form to submit your Resume

Upload your Resume",4.2,"Pure Software
4.2",Gurgaon,-1,501 to 1000 Employees,1991,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist : Cloud (JoinOCI-SDE),₹320K-₹617K (Glassdoor est.),"The Oracle Data Science Cloud Service team is seeking a Backend Software Engineer to join our engineering team. We are addressing exciting challenges at the intersection of data science and cutting edge infrastructure. Machine Learning tools/workflows, data integrations and Kubernetes based infrastructure are key areas for us.
Our current backend tech stack is Go, Python and Node.js.
What you’ll do
Work on blend of application programming and systems engineering
Design and develop backend services in a microservices architecture
Work with state of the art in Kubernetes ecosystem
Design solutions that work with container-native storage, networking and routing
Qualifications
You are ideally proficient in either Go, Python or Java
You have prior experience working on distributed systems
You are experienced at building highly available services, possessing knowledge of common service-oriented design patterns and service-to-service communication protocols
You are familiar with components of modern infrastructure like service discovery, secret storage, software-defined networking, etc.
Preferably, production experience with Kubernetes
Take initiative and be responsible for delivering complex software by working effectively with the team and other stakeholders
You feel at home communicating technical ideas verbally and in writing (technical proposals, design specs, architecture diagrams and presentations)
You care about entire lifecycle of software (development, testing, CI and production)
Desired Skills
Take initiative and be responsible for delivering complex software by working effectively with the team and other stakeholders
You feel at home communicating technical ideas verbally and in writing (technical proposals, design specs, architecture diagrams and presentations)
You care about entire lifecycle of software (development, testing, CI and production)
Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.",3.7,"Oracle
3.7",Bangalore,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
Data Scientist,₹320K-₹617K (Glassdoor est.),"Data Scientist

At Razorpay, we rely on insightful data to power our systems and solutions. We’re seeking experienced data scientists to deliver those insights to us on a daily basis. Our ideal team member will have the mathematical and statistical expertise you’d expect, along with natural curiosity and creative mind that’s not so easy to find. As you mine, interpret, and clean the data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden with the ultimate goal of realizing the data’s full potential. You are expected to bring in a strong experience of using a variety of data mining methods and tools in building models and running simulations. You must have a proven ability to drive business results with data-based insights and more importantly you should be comfortable working with a wide range of stakeholders and functional teams. You will be instrumental in helping the business continue its evolution into an analytical and data-driven culture.

Roles & Responsibilities

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Develop a use case roadmap for a problem area or capability for the business. Frame the business problem into a Data Science or modelling problem.
Extract data from multiple sources. Mine and analyze data from company databases to drive optimization and improvement of product.
Work as the data strategist, identifying and integrating new datasets that can be leveraged through our product capabilities and work closely with the engineering team to strategize and execute the development of data products.
Enhance data collection procedures to include information that is relevant for building analytic systems. Processing, cleansing, and verifying the integrity of data used for analysis. Undertake preprocessing of structured and unstructured data.
Run data exploration to understand relationships and patterns within the data, develop data visualisation to represent and be able to demonstrate the relationships identified from data exploration.
Data mining using state-of-the-art methods. Selecting features, building and optimizing classifiers using machine learning techniques.
Refine and deepen understanding of the algorithmic and inferential aspects of statistical analysis. Evaluate new algorithms from latest research and develop intuition about the problems for which they are likely to improve the state of the practice.
Build training pipelines for the production environment. Develop and execute on a plan for continuous iteration and refinement of a new model.
Provide inputs for design, quality assurance parameters and support implementation for the model in online environment.
Provide inputs and determine infra requirements and infra management for model deployment.
Lead debugging of data pipelines and model behaviour in production environment.Develop dashboards to enable easy tracking and communication of model impact.

Desired Skills & Experience
We’re looking for someone with 1-3 years of experience manipulating data sets and building statistical models, with a Bachelor’s/Master’s/PhD degree in Statistics, Mathematics, Computer Science or another quantitative field, from any of the top-tier colleges.
Data-oriented personality. Strong problem solving skills with an emphasis on product development.
Great communication skills. Excellent written and verbal communication skills for coordinating across teams.
Good applied statistics skills such as distributions, statistical testing, regression.
Good scripting and programming skills. Experience using statistical computer languages, Python, R, SQL to manipulate data and draw insights from large data sets. Familiarity with Scala, Golang or Java is an asset.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, artificial neural networks and their real-world advantages or drawbacks. Knowledge of deep learning techniques is a plus.
Experience with common data science toolkits such as R, NumPy, MatLab, Pandas, Scikit-learn, TensorFlow, Keras etc.
Experience with data visualisation tools such as D3.js, GGplot.
Proficiency in using query languages such as SQL.
Experience with NoSQL databases such as MongoDB, Cassandra, HBase is desired.
Experience with distributed data/computing tools like Map/Reduce, Hadoop, Hive, Spark is a big plus.",3.9,"Razorpay
3.9",Bangalore,-1,501 to 1000 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Machine Learning Engineer,₹320K-₹617K (Glassdoor est.),"Job Description:

Responsibilities
Exciting Role to be part of Paypal Privacy team which creates AI classifiers for structured data, unstructured text and image data for regulatory requirements
Build, evolve, and scale state-of-the-art machine learning system for powering PayPal's Privacy Classifier platform
Be a key engineer contributing to the design and development of algorithms
Work with other AI engineers to implement scalable solutions to solve complex problems.
Creating data pipelines and overall workflow orchestration to cover Privacy classifier data needs
Build Scalable models that are more optimized for resource constrained environment
Design and implement solutions at fast pace
Analyze and support requirements for various Privacy compliance needs across globe.
Skills:
• Expertise in building NLP , Computer vision AI models
• Hands on expertise and contributions in AI Algorithms Research
• Strong in Core statistical and neural network concepts
• Innovative and Experienced in building and deploying scalable AI Models
• Classical ML and Deep learning Algorithms
• Good knowledge of Python with ability to write efficient and deployment ready code
• Experienced with machine learning frameworks and libraries

Tensorflow, Keras, Scikit, Pytorch, OpenCV, OCR, Yolo etc.,",3.9,"Paypal
3.9",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Data Scientist,₹320K-₹617K (Glassdoor est.),"Bottomline is at the forefront of digital transformation. We are a growing global market leader uniquely equipped to address the changing needs of how businesses pay and get paid. Our culture of Working with and for each other enables us to delight our customers. We empower our teams to think like owners driving customer delight, helping them grow their business and win in their markets.
We are looking for Data Scientist to innovate, win, and grow with us in Bangalore, India.
As a member of Central Data & Analytics Team, you will be developing software to be used for a range of machine learning and data mining techniques, including predictive modeling, anomaly detection, customer profiling and segmentation, recommendations, text analytics, and big data analytics in solving our business problems. You will take an idea from conception and experimentation to design and implementation to deployment and production. In this role, you will interact with a team of experts in Machine Learning and Data Mining.
How you'll contribute:
Exposure to the sate-of-the-art of data analytics products and solutions.
Ability to prototype statistical analysis algorithms
Experience in coding structures for storing and processing complex, high volume, and multi-dimensional data
Experience in optimizing space/time tradeoffs for computationally expensive processes
Exposure to different Machine Learning techniques
Familiar with Agile software development process.
What will make you successful:
At least 2 years' professional experience in with major programming languages such as Java, Python, Scala
A completed graduate degree in Computer Science, Engineering or any other heavily numerate subject
Understanding of the full software development lifecycle (conduct data analysis and build large-scale machine-learning models/pipelines)
Experience in Big Data technologies (Hadoop, Spark), large relational and NoSQL databases
Experience in data pre-processing, Machine Learning, and data visualization
Experience in quantitative analysis and translation of findings into actionable insights
Outstanding communication and presentational skills
You'll love Botttomline because in everything we do we seek to delight our customers and we are passionate about building a company of which we can all be proud, and this starts with building amazing teams filled with team members that challenge you every day.
Start your #LifeAtBT
Public cloud AWS, ML, DL, NPL, Python, Java, Scala, Hadoop, Spark, Docker, Kubernetes, Agile, Scrum",3.7,"Bottomline Technologies
3.7",Bangalore,-1,1001 to 5000 Employees,1989,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
Data Scientist,₹320K-₹617K (Glassdoor est.),"Data Scientist
Thiruvananthapuram


The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. He should be someone who will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products. Looking for people with skills on automate scoring using machine learning techniques”, “build recommendation systems”, “improve and extend the features used by our existing classifier”, “develop internal A/B testing procedures”, “build system for automated fraud detection”, etc.
Selecting features, building and optimizing classifiers using machine learning techniques

Data mining using state-of-the-art methods

Extending company’s data with third party sources of information when needed

Enhancing data collection procedures to include information that is relevant for building analytic systems

Processing, cleansing, and verifying the integrity of data used for analysis

Doing ad-hoc analysis and presenting results in a clear manner

Creating automated anomaly detection systems and constant tracking of its performance

Become a domain and product expert

Skills and Qualifications
Experience
4 - 10 Years

Salary
10 Lac To 35 Lac P.A.

Industry
IT Software - Application Programming / Maintenance

Qualification
Professional Degree

Key Skills
Data Scientist


About Company
Company Name
HRDevi Talent Acquisition


About Company
They are focused on incubating to accelerate the first mile and guiding the journey to the last mile. They are seeded with Investor funds and more than 100 years of innovation and delivery leadership excellence in Fortune 100 and startups. We create and grow IT solution companies with $100M – $1B+ market valuation potential.

Email ID
swati5547@gmail.com",4.0,"HR Devi and Associates
4.0",Thiruvananthapuram,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Senior Data Scientist,₹320K-₹617K (Glassdoor est.),"As the tech firm that created the mobile world, and with more than 54,000 patents to our name, we’ve made it our business to make a mark. When joining our team at Ericsson you are empowered to learn, lead and perform at your best, shaping the future of technology. This is a place where you're welcomed as your own perfectly unique self, and celebrated for the skills, talent, and perspective you bring to the team. Are you in?

Come, and be where it begins.

Our Exciting Opportunity


In the fifth-generation mobile networks 5G, AI technologies are an integral part of making the networks meet the new challenges and deliver performance that far exceeds networks of today. 5G networks with distributed edge compute, will drive economic and social transformation for all aspects of society!

Machine Learning (ML) and other Artificial Intelligence (AI) technologies will be vital for us to handle this opportunity. We are setting up a Global AI Accelerator (GAIA) in the US, Sweden and India, with 300 specialists, to fast-track our strategy execution!

You will
Contribute to rapid and iterative development of high quality ML/AI applications. This includes working with petabytes of 4G/5G-networks, IoT and exogenous data, and proposing/selecting/testing predictive models, recommendation engines, anomaly detection systems, statistical model, deep learning, reinforcement learning and other machine learning systems.
Work with new technologies and champion them in MI Communities within Ericsson.
Present and be prominent in MI related forums and conferences, e.g., presenting papers, organizing sessions and be a panelist
To be successful in the role you must have
Solid skills in Machine Learning especially techniques such as Linear/Logistic Regression, Bagging, Bayesian model, Neural Networks, Random forest, Gradient boosting, Hyperparameter optimization techniques etc.
Demonstrable skills and track record (Github, open source etc.) in the use of current state of the art machine learning frameworks such as Keras, TensorFlow, Scikit-Learn, H2o, Spark etc. in developing ML/AI applications
Programming skills in various languages (C++, Scala, Java, R) with proficiency in Python and/or C++
What´s in it for you?

Here at Ericsson, our culture is built on over a century of courageous decisions. With us, you will no longer be dreaming of what the future holds – you will be redefining it. You won’t develop for the status quo, but will build what replaces it. Joining us is a way to move your career in any direction you want; with hundreds of career opportunities in locations all over the world, in a place where co-creation and collaboration are embedded into the walls. You will find yourself in a speak-up environment where empathy and humanness serve as cornerstones for how we work, and where work-life balance is a priority. Welcome to an inclusive, global company where your opportunity to make an impact is endless.

What happens once you apply?

To prepare yourself for next steps, please explore here: https://www.ericsson.com/en/careers/job-opportunities/hiring-process

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Do you believe that an organization fostering an environment of cooperation and collaboration to execute with speed creates better business value? Do you value a culture of humanness, where fact based decisions are important and our people are encouraged to speak up? Do you believe that diverse, inclusive teams drive performance and innovation? At Ericsson, we do.

We provide equal employment opportunities without regard to race, color, gender, sexual orientation, transgender status, gender identity and/or expression, marital status, pregnancy, parental status, religion, political opinion, nationality, ethnic background, social origin, social status, indigenous status, disability, age, union membership or employee representation and any other characteristic protected by local law or Ericsson’s Code of Business Ethics.",4.0,"Ericsson-Worldwide
4.0",Chennai,-1,10000+ Employees,1876,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
Machine Learning - Data Analytics Scientist 3,₹320K-₹617K (Glassdoor est.),"Machine Learning - Data Analytics Scientist 3-2000128Y

Applicants are required to read, write, and speak the following languages: English
Preferred Qualifications

We are looking for a high energy and experienced software development architect in our Data Analytics Team to take to take governance product offering to the next level and to the cloud. Governance as a word does not sound all that interesting, but be assured, the concepts behind it are some of the largest unsolved problems in the industry. With challenges around privacy regulation and insider threat increasing weekly, the importance of automation and other advanced techniques in this area become incredibly obvious. Have you ever thought about how analytics could be used to detect and prevent identity theft, fraudulent user actions, security breaches etc. in the Identity and Access space? If this sounds like fun, you are probably the person we want to talk to!
The successful candidate:
4 + years’ experience, with 2+ years in Data Analytics, ML and related areas. Prior experience in Identity and Access Management is a plus.
Wear multiple hats. We enjoy the prototyping and tinkering stages, as well as the rigor of making solutions production-ready.
You will work hand-in-hand with Machine Learning and NLP research scientists to come up with novel solutions to build the next generation governance product.
Passionate about technology and seeing how it can shape the physical world around us.
Take ownership and doing whatever it takes to get the job done
Learn from others and help grow those in your team to achieve their best
Personal characteristics:
Expects and Delivers Results: Consistently drives high standards for the individual, the team and the organization. Will not accept failure as an option.
Is a Data Driven: Does not rely on assumptions or anecdotes; prefers to let the data tell the story and inform the decision.
Customer Focused: Continuously drives to understand the needs of the customer and aligns decisions to address those needs.
Basic Qualifications
Proficiency in machine learning and data mining techniques – Feature engineering, regression, classification, clustering, time series analysis etc.
Work on Decision support areas such as Anomaly Detection, Fraud Detection, Recommendation Systems, Personalizer, Content Moderation and Forecasting Analytics.
Good knowledge and work experience in mathematical and Statistical models like State Estimation techniques, statistical risk analysis using Monte Carlo Simulation, stochastic optimization and time-series forecasting.
Development experience with Programming languages including Java, R, Python and platforms like TensorFlow
2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
Possess a sound understanding of the basic areas of Computer Science and Engineering such as Algorithms, Data Structures, Computer Architecture
Leverage Cloud technology – Oracle Cloud (OCI), AWS, GCP, Azure, Heroku or similar technology.
Preferred Qualifications
Participate in the entire software lifecycle – development, testing, CI and production operations
Good grasp of cloud development concepts like micro-services, cloud hosts, distributed storage
Experience with version control/Code-Review tools like GitHub etc.
Experience with Docker, Kubernetes etc
Proven track record of building and implementing machine learning solutions
Nice to Have Knowledge on Transfer Learning, BERT, RoBERTa etc.
Education
A Computer Science degree is preferred. An advanced degree is a plus.
Detailed Description and Job Requirements
Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will take an active role in the definition and evolution of standard practices and procedures. You will be responsible for defining and developing software for tasks associated with the developing, designing and debugging of software applications or operating systems.

Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. Leading contributor individually and as a team member, providing direction and mentoring to others. BS or MS degree or equivalent experience relevant to functional area. 7 years of software engineering or related experience.

Detailed Description and Job Requirements
Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.
Job: Product Development
Location: IN-IN,India-Bengaluru
Other Locations: IN-IN,India-Noida
Job Type: Regular Employee Hire
Organization: Oracle",3.7,"Oracle
3.7",Bangalore,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
Data Scientist,₹320K-₹617K (Glassdoor est.),"1. Work with clients to identify opportunities for leveraging company data to drive business solutions.
2. Mine and analyze data from company databases, live feeds, third pary sources etc to drive optimization and improvement of product development, marketing techniques and business strategies.
3. Assess the effectiveness and accuracy of new data sources and data gathering techniques.
4. Develop custom data models and algorithms to apply to data sets.
5. Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
6. Develop company A/B testing framework and test model quality.
7. Coordinate with different functional teams to implement models and monitor outcomes.
8. Develop processes and tools to monitor and analyze model performance and data accuracy.

Primary Skills:
1. Strong problem solving skills with an emphasis on product development.
2. Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.
3. Experience working with and creating data architectures.
4. Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
5. Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
6. Excellent written and verbal communication skills for coordinating across teams.
7. A drive to learn and master new technologies and techniques.

We’re looking for someone with experience in manipulating data sets and building statistical models, and is familiar with the following software/tools:
a. Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.
b. Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.
c. Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.
d. Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.
e. Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.
f. Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
g. Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, D3, ggplot, etc.

Secondary Skills:
a. Coding knowledge and experience with several languages: C, C++, Java, JavaScript, etc.
b. Experience in multiple industry verticals will be an added advantage.

Soft Skills:
a. Must be good at Client interaction skills.
b. Excellent oral and written communication skills.

Educational Background:
Must have Master’s or PHD in Statistics, Mathema

Experience Range:
8 Years - 10 Years

Number of Positions:
2

Timeline:
Immediate

Location:
Bangalore, India

Travel Needs:
Occasional Travel to Client Locations.",-1,Germane Analytics Pvt Ltd,Bangalore,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist I,₹320K-₹617K (Glassdoor est.),"08-Dec-2020

Job ID
305226BR
{""QuestionName"":""Job Description"",""AnswerValue"":""20+ brands catering to 50+ disease areas! The team of Novartis specialists within Insights & Analytics are on a data and digital transformation journey, leveraging analytics to generate actionable insights for Novartis medicines impacting more than 500 million patients worldwide. The team is poised to enable easier, faster and reliable decisions for Novartis divisions across the globe.

• Work on a variety of business applications including but not limited to: Customer Segmenta-tion & Targeting, Event Prediction, Propensity Modelling, Churn Modelling, Customer Lifetime Value Estimation, Forecasting, Recommender Systems, Modelling Response to Incentives, Mar-keting Mix Optimization, Price Optimization
• Develop automation for repeatedly refreshing analysis and generating insights Modelling Re-sponse to Incentives, Marketing Mix Optimization, Price Optimization
• Collaborates with globally dispersed internal stakeholders and cross-functional teams to solve critical business problems and deliver successfully on high visibility strategic initiatives
• Understands life science data sources including sales, contracting, promotions, social media, patient claims and Real World Evidence
• Quickly learns the use of tools, data sources and analytical techniques needed to answer a wide range of critical business questions
• Articulates solutions/recommendations to business users. Works with senior data science team member to present analytical content concisely and effectively
• Project manages own tasks and works with allied team members; plans proactively, antici-pates and actively manages change, sets stakeholder expectations as required, identifies oper-ational risks and independently drives issues to resolution, minimizes surprise escalations
• Independently identifies research articles and reproduce/apply methodology to Novartis busi-ness problems

Position Title
Data Scientist I",4.1,"Novartis
4.1",Hyderābād,-1,10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
